Gender,Branch,College_Tier,CGPA,Internships,Projects,Aptitude_Score,Communication_Score,Technical_Score,Backlogs,Attendance_Percentage,Certifications,Coding_Rating,Placement,Salary_LPA
Male,MECH,Tier 1,6.25,1,2,97,51,56,2,63.6,4,1698,0,0
Male,CIVIL,Tier 2,9.92,2,6,72,65,92,1,69.41,5,1367,1,18.62
Male,ECE,Tier 3,9.31,3,6,96,46,61,2,96.04,5,1397,0,0
Male,ECE,Tier 1,7.3,0,8,42,82,87,0,73.38,0,1380,1,13.16
Female,MECH,Tier 3,7.45,5,8,58,56,57,3,90.94,5,1946,0,0
Female,CSE,Tier 3,5.41,4,9,68,52,53,4,91.03,5,886,0,0
Male,ECE,Tier 3,7.02,5,2,67,41,92,1,92.48,6,1408,0,0
Male,IT,Tier 3,8.06,0,9,82,58,57,0,65.73,3,1944,0,0
Female,MECH,Tier 2,9.95,2,8,43,47,73,4,81.42,1,1135,0,0
Male,CIVIL,Tier 3,7.42,2,4,99,74,50,2,98.32,5,887,0,0
Female,CIVIL,Tier 1,7.81,0,1,81,70,41,2,82.91,7,1589,0,0
Female,IT,Tier 3,7.13,4,6,53,85,51,4,78.2,5,1222,0,0
Female,ECE,Tier 1,8.66,3,5,69,72,41,1,61.33,6,1259,1,16.24
Female,IT,Tier 1,7.32,3,7,68,86,72,1,63.33,1,1271,1,16.33
Female,EEE,Tier 3,6.88,0,8,81,54,46,1,85.41,3,1470,0,0
Male,IT,Tier 2,6.4,1,2,84,60,85,2,83.96,5,1746,0,0
Male,ECE,Tier 2,5.67,2,7,52,41,70,1,68.79,2,888,0,0
Male,IT,Tier 2,9.07,4,9,57,85,69,3,79.92,6,850,1,17.09
Female,MECH,Tier 1,9.33,1,7,52,81,71,1,76.35,3,1271,1,17.16
Male,CSE,Tier 3,8.38,1,7,52,94,40,3,78.52,4,1759,0,0
Male,EEE,Tier 1,9.21,2,3,45,89,91,4,64.39,0,1118,1,18.48
Male,IT,Tier 3,5.5,2,3,89,40,66,4,89.5,7,1484,0,0
Female,CIVIL,Tier 3,9,4,7,40,43,59,1,76.05,2,1168,0,0
Female,CIVIL,Tier 3,8.81,5,4,48,62,46,0,95.63,7,1484,0,0
Male,CIVIL,Tier 3,9.84,1,4,73,56,42,1,86.76,7,1467,0,0
Male,MECH,Tier 2,7.2,0,6,67,47,95,1,98.28,6,1557,1,14.57
Male,EEE,Tier 1,6.14,0,4,88,83,98,1,77.14,0,1432,1,12.4
Male,CSE,Tier 2,5.51,5,4,93,64,92,0,78.42,7,1561,1,14.25
Female,CSE,Tier 3,9.19,3,7,82,60,44,3,61.11,7,1862,0,0
Female,MECH,Tier 3,8.18,2,1,41,49,96,3,93.92,2,816,0,0
Female,CSE,Tier 1,6.68,1,6,52,86,87,2,90.79,7,1823,1,15.33
Male,MECH,Tier 1,8.19,0,9,60,46,99,3,63.53,2,1317,1,14.86
Male,CIVIL,Tier 3,8.66,1,1,47,46,50,1,86.49,7,1565,0,0
Male,CSE,Tier 2,8.69,4,5,41,68,44,2,71.88,6,1677,0,0
Female,IT,Tier 1,7.78,4,5,63,69,50,1,72.27,6,1028,1,16.14
Female,ECE,Tier 1,6.93,4,2,68,74,98,4,90.64,4,954,1,15.85
Male,ECE,Tier 1,9.45,1,9,81,72,95,4,99.92,3,1111,1,18.78
Female,ECE,Tier 3,7.42,3,5,93,92,94,4,75.36,4,1343,0,0
Male,ECE,Tier 2,6.96,0,9,71,85,46,2,84.3,3,1289,0,0
Male,IT,Tier 2,5.01,0,1,93,87,87,2,65.06,2,1038,0,0
Female,EEE,Tier 2,7.21,1,1,50,97,42,4,94.21,5,1600,0,0
Male,MECH,Tier 1,5.08,2,2,89,54,44,2,72.99,0,996,0,0
Male,EEE,Tier 1,8.52,0,8,72,62,75,0,98.97,6,1204,1,14.51
Female,EEE,Tier 1,8.28,0,6,69,69,86,0,63.53,7,1868,1,15.44
Female,CSE,Tier 3,6.38,4,8,81,78,44,4,99.69,3,1851,0,0
Female,EEE,Tier 2,6.33,4,8,73,47,69,4,89.76,6,1730,0,0
Male,MECH,Tier 1,6.15,0,5,94,72,71,2,71.95,4,1256,1,10.42
Female,IT,Tier 1,8.57,2,6,55,57,78,4,86.15,5,1107,1,15.56
Female,CSE,Tier 1,8.88,1,7,52,68,79,0,61.82,1,1137,1,15.29
Female,IT,Tier 2,7.01,2,2,85,62,96,0,88.91,2,1088,1,15.13
Female,ECE,Tier 3,8.4,5,6,99,45,77,2,73.37,4,1010,0,0
Female,EEE,Tier 2,5.54,3,3,87,81,84,3,96.54,6,907,0,0
Male,CIVIL,Tier 2,6.4,3,1,99,65,78,1,73.36,4,1371,1,13.13
Female,CIVIL,Tier 2,6.19,4,8,72,62,53,2,84.78,2,1784,0,0
Female,CIVIL,Tier 3,9.71,5,2,67,76,69,3,99.82,5,1247,0,0
Male,IT,Tier 1,7.37,1,9,73,89,46,4,67.5,5,1123,1,12.63
Male,IT,Tier 1,5.24,2,9,62,73,76,2,96.48,7,1940,1,12.72
Female,IT,Tier 3,9.57,0,4,41,88,69,4,60.3,0,925,0,0
Female,MECH,Tier 3,7.3,5,1,46,87,85,0,87.15,4,1953,0,0
Male,ECE,Tier 3,5.94,2,9,83,98,57,0,90.49,0,1397,0,0
Female,ECE,Tier 1,8.21,1,3,54,90,73,4,61.45,7,864,1,14.03
Male,MECH,Tier 3,6.2,0,2,86,55,51,1,94.75,1,1301,0,0
Female,CSE,Tier 3,5.03,4,2,57,57,44,4,93.74,2,975,0,0
Male,ECE,Tier 1,8.94,5,7,71,99,49,2,95.82,7,975,1,17.82
Male,MECH,Tier 2,8.58,0,1,64,55,47,0,87.39,4,1594,0,0
Male,ECE,Tier 3,7.87,5,5,67,53,79,2,63.97,7,856,0,0
Female,ECE,Tier 3,9.95,4,1,98,76,47,4,87.36,3,1021,0,0
Male,MECH,Tier 3,9.5,0,2,91,49,48,3,62.45,3,993,0,0
Female,IT,Tier 2,5.52,3,4,71,71,96,3,60.57,7,1434,0,0
Male,IT,Tier 2,5.62,2,4,49,52,65,2,78.89,2,804,0,0
Male,ECE,Tier 3,6.13,4,6,90,85,65,3,67.36,0,1203,0,0
Female,MECH,Tier 1,5.11,5,2,94,84,69,0,68.74,7,1701,1,13.86
Female,CSE,Tier 1,8.75,2,2,50,54,78,4,75.73,0,1860,1,17.89
Female,IT,Tier 3,6.37,2,9,72,82,98,1,89.91,4,1971,0,0
Male,IT,Tier 3,8.16,4,4,62,68,41,2,60.32,4,1159,0,0
Male,ECE,Tier 1,7.12,5,6,89,73,86,0,64.41,5,1535,1,17.16
Male,EEE,Tier 1,5.87,3,8,49,53,50,3,67.53,6,1718,1,13.78
Female,ECE,Tier 3,9.54,2,7,57,41,83,1,68.75,6,1407,0,0
Male,CSE,Tier 2,9.13,4,9,70,80,74,3,64.33,4,1611,1,20.12
Male,EEE,Tier 1,8.27,0,2,79,92,93,0,94.93,1,1808,1,16.54
Female,IT,Tier 2,8.22,0,3,72,65,51,0,89.89,4,1606,0,0
Female,EEE,Tier 3,6.99,4,6,96,72,83,4,83.47,1,1948,0,0
Male,CSE,Tier 1,9.91,3,5,78,92,76,1,85.28,2,1909,1,21.18
Male,EEE,Tier 1,6.63,3,8,40,72,70,0,63.78,6,1568,1,14.9
Male,CSE,Tier 2,8.4,3,2,59,74,84,3,62.18,4,1035,0,0
Female,EEE,Tier 2,8.38,4,9,92,66,88,0,82.35,1,924,1,18.56
Female,IT,Tier 2,7.09,1,5,69,98,49,1,78.09,5,1811,0,0
Female,ECE,Tier 3,7.35,5,1,65,60,42,1,77.64,4,1439,0,0
Female,IT,Tier 1,8.17,2,7,40,77,63,3,92.45,4,1937,1,16.51
Female,CSE,Tier 2,5.66,1,4,90,51,74,1,97.74,1,1592,0,0
Female,CIVIL,Tier 2,7.55,0,8,96,95,46,3,72.97,1,1083,0,0
Female,IT,Tier 2,5.52,0,2,86,75,41,2,70.43,3,1241,0,0
Male,ECE,Tier 2,6.37,3,5,99,94,54,0,83.22,4,1703,1,12.96
Female,ECE,Tier 3,6.14,1,5,76,54,59,1,93.62,1,1657,0,0
Male,MECH,Tier 3,6.87,2,8,55,67,70,1,90.09,1,1381,0,0
Male,CIVIL,Tier 1,8.97,3,7,41,60,61,2,79.95,3,965,1,15.36
Male,EEE,Tier 2,9.06,4,9,80,43,81,2,92.2,6,1402,1,18.33
Female,EEE,Tier 3,9.08,3,9,71,73,81,0,95.75,4,1086,1,16.39
Female,MECH,Tier 3,9.7,5,9,56,42,99,2,87.04,3,1918,1,22.14
Female,CIVIL,Tier 1,6.18,2,6,83,89,55,0,77.89,4,1116,1,12.76
Male,CSE,Tier 1,5.08,1,7,63,45,90,2,73.33,4,1067,1,11.89
Male,ECE,Tier 3,7.44,1,9,68,52,76,0,91.5,1,1728,0,0
Female,EEE,Tier 1,5.08,2,5,79,97,76,3,89.7,3,1682,1,13.41
Male,ECE,Tier 3,9.6,2,7,99,78,90,4,89.52,2,1666,0,0
Female,CIVIL,Tier 1,6.73,1,6,97,70,71,4,97.26,2,957,1,14.37
Female,CSE,Tier 1,10,2,3,55,78,59,3,67.54,4,1507,1,18.83
Female,ECE,Tier 3,9.28,4,1,74,93,90,0,73.01,4,1653,1,19.14
Male,MECH,Tier 2,6.69,2,2,59,40,54,4,94.08,1,857,0,0
Male,MECH,Tier 2,8.88,0,5,58,82,60,4,66.84,4,1924,0,0
Female,IT,Tier 1,8.73,1,4,84,61,47,3,72.89,7,1751,1,17.48
Male,EEE,Tier 1,5.07,3,5,68,88,62,2,98.7,5,1486,1,11.77
Female,CIVIL,Tier 3,8.67,3,9,41,68,97,2,89.26,3,1735,0,0
Female,IT,Tier 2,8.53,0,6,56,95,41,1,91.66,5,1433,0,0
Female,CSE,Tier 1,9.48,0,5,42,48,50,1,99.84,2,1841,1,17.14
Female,EEE,Tier 3,6.35,5,4,51,67,89,4,75.42,3,1526,0,0
Male,CSE,Tier 1,6.05,3,8,92,88,97,0,90.35,6,1178,1,12.57
Female,ECE,Tier 1,8.35,1,1,88,72,75,0,83.68,4,1676,1,17
Female,CIVIL,Tier 3,9.72,3,9,58,78,59,2,97.19,2,1691,0,0
Female,MECH,Tier 3,9.43,0,9,49,63,76,3,66.85,5,1694,0,0
Female,ECE,Tier 2,7.23,5,2,45,86,41,2,66.62,2,1282,0,0
Male,ECE,Tier 2,6.08,1,7,47,69,98,0,88.14,1,1543,1,13.51
Female,MECH,Tier 1,5.43,0,2,93,88,66,1,82.48,0,1859,1,12.51
Female,MECH,Tier 1,8.07,3,7,74,76,49,1,79.94,6,968,1,16.05
Female,CSE,Tier 2,7.11,5,5,78,59,66,3,66.78,0,1482,1,15.2
Male,CSE,Tier 1,9.72,0,3,61,41,92,4,79.43,4,1752,1,19.16
Female,CSE,Tier 1,5.05,3,5,74,74,80,4,79.76,5,1921,1,12.88
Male,CIVIL,Tier 2,9.83,0,8,55,58,84,2,60.23,2,867,1,16.82
Female,MECH,Tier 1,5.64,4,4,45,66,75,3,75.88,5,1494,1,14.09
Male,IT,Tier 1,5.13,5,7,43,91,73,3,61.3,0,1764,1,13.65
Male,CIVIL,Tier 2,6.82,4,2,64,82,63,0,91.59,0,1706,1,17.03
Female,IT,Tier 2,6.32,5,7,48,49,51,2,99.59,5,1661,0,0
Male,CSE,Tier 1,5.55,2,5,90,75,42,0,94.39,1,1999,1,11.61
Female,EEE,Tier 1,5.72,0,8,55,89,66,4,83.59,6,1951,1,12.41
Female,MECH,Tier 2,5.78,5,4,80,75,84,4,64.23,3,1379,0,0
Male,IT,Tier 3,7.21,0,7,47,49,60,3,91.66,0,805,0,0
Male,CSE,Tier 1,7.54,5,8,75,96,41,2,83.07,3,1535,1,16.8
Male,CSE,Tier 2,7.59,3,8,75,50,58,3,82.24,6,810,0,0
Female,CSE,Tier 3,8.27,5,3,87,95,53,3,77.04,0,1692,0,0
Female,IT,Tier 1,5.44,5,7,78,43,46,2,65.31,2,1672,1,14.62
Male,CIVIL,Tier 3,7.68,2,3,84,41,43,3,98,2,1402,0,0
Female,CSE,Tier 2,5.86,5,1,73,45,58,2,96.49,6,1695,0,0
Female,ECE,Tier 3,5.7,2,2,72,95,80,3,76.27,2,1252,0,0
Female,CSE,Tier 2,6.68,5,8,98,96,87,4,94.82,7,1345,1,15.69
Male,CSE,Tier 3,9.28,1,3,55,49,41,3,67.18,3,1209,0,0
Male,IT,Tier 2,7.82,0,9,94,41,47,3,83.05,2,998,0,0
Female,EEE,Tier 1,8.53,3,9,40,43,50,4,74.38,6,1445,1,17.19
Male,CSE,Tier 2,9.13,0,4,92,88,83,1,84.12,2,1530,1,16.46
Female,CIVIL,Tier 1,6.18,0,8,88,84,71,1,81.19,7,1873,1,13.53
Male,MECH,Tier 1,8.16,3,3,81,42,97,1,97.63,4,1126,1,17.6
Male,CSE,Tier 2,8.58,3,8,75,73,56,4,91.58,4,1970,1,16.97
Female,CIVIL,Tier 1,8.24,4,2,75,45,66,3,61.79,0,1457,1,17.7
Female,ECE,Tier 1,9.07,1,3,81,73,49,2,61.81,2,1993,1,17.2
Male,IT,Tier 3,6.51,0,9,54,98,94,3,70.98,2,1629,0,0
Female,CIVIL,Tier 1,9.09,2,1,97,42,88,0,78.81,3,1143,1,18.65
Female,MECH,Tier 2,8.85,2,6,51,72,98,3,62.59,4,1191,1,16.15
Male,ECE,Tier 1,7.3,1,6,62,43,63,0,95.96,5,1249,1,13.35
Female,EEE,Tier 3,9.17,0,7,61,85,61,0,86.19,4,1046,0,0
Male,EEE,Tier 1,5.99,4,1,42,84,80,2,69.3,7,1933,1,14.92
Female,CIVIL,Tier 2,5.7,5,8,63,73,82,4,64.37,7,1266,1,13.69
Male,ECE,Tier 3,8.11,2,6,90,51,91,0,93.31,4,1899,0,0
Male,EEE,Tier 2,5.97,2,9,88,64,49,3,90.14,1,881,0,0
Male,CSE,Tier 2,9.89,0,5,45,66,59,4,69.44,5,1832,0,0
Male,CSE,Tier 3,7.09,4,5,99,61,74,3,86.2,1,939,0,0
Female,MECH,Tier 1,7.43,2,6,75,91,93,2,68.14,5,1121,1,15.7
Male,EEE,Tier 3,8.01,5,6,80,83,99,3,78.68,1,1107,0,0
Female,IT,Tier 3,8.81,0,4,72,88,99,0,67.12,4,915,0,0
Male,IT,Tier 3,9.62,3,9,67,89,56,2,84.84,3,1567,0,0
Male,CIVIL,Tier 2,6.33,1,2,91,44,75,3,66.83,7,1647,0,0
Male,MECH,Tier 1,6.78,4,6,79,86,45,3,97.34,6,1888,1,15.78
Female,ECE,Tier 2,9.09,5,1,70,91,77,2,89.13,0,1652,1,19.58
Male,CSE,Tier 3,6.56,3,1,67,77,90,1,77.39,7,1750,0,0
Female,ECE,Tier 3,6.62,4,5,73,62,98,2,74.05,5,1320,0,0
Female,ECE,Tier 2,8.53,2,8,77,69,57,3,60.67,2,847,0,0
Female,CSE,Tier 1,7.74,0,9,99,59,84,2,72.25,6,1740,1,15.49
Female,MECH,Tier 3,8.99,4,1,76,42,56,1,69.57,2,1730,0,0
Male,EEE,Tier 1,7.52,2,6,83,74,65,2,82.79,3,1789,1,16.67
Male,IT,Tier 2,9,2,7,60,66,93,3,82.92,3,1276,1,16.96
Male,EEE,Tier 1,9.93,1,6,48,92,77,1,76.2,7,1337,1,18.38
Female,ECE,Tier 3,8.35,3,3,79,58,40,1,91.67,5,1774,0,0
Female,CIVIL,Tier 1,7.14,4,6,64,46,54,0,70.24,1,1459,1,16.44
Female,EEE,Tier 3,7.93,5,5,89,43,53,3,66.18,6,1905,0,0
Male,CSE,Tier 2,9.4,2,1,60,48,64,2,87.3,4,862,0,0
Female,IT,Tier 3,6.84,0,1,88,57,89,1,91.34,5,1285,0,0
Female,EEE,Tier 2,8.75,5,3,58,53,49,1,95,1,1708,1,16.51
Female,MECH,Tier 3,9.51,2,3,83,68,81,3,82.13,2,1727,0,0
Male,ECE,Tier 1,6.1,0,2,41,90,77,3,90.52,3,914,0,0
Male,CIVIL,Tier 1,6.14,3,9,65,57,71,1,81.94,3,1643,1,14.83
Female,IT,Tier 1,8.45,5,7,91,51,94,2,85.76,6,1967,1,21.36
Male,MECH,Tier 1,8.69,5,4,50,45,82,2,94.06,3,1509,1,20.09
Male,IT,Tier 2,8.02,4,5,84,94,78,3,79.96,6,1121,1,15.89
Female,ECE,Tier 2,6.68,0,6,60,71,63,4,94.34,2,910,0,0
Male,ECE,Tier 2,5.51,2,8,86,76,82,1,73.97,3,802,1,12.11
Male,CSE,Tier 3,5.85,1,7,44,85,47,2,88.75,4,1566,0,0
Female,MECH,Tier 1,9.65,3,5,66,51,59,4,76.79,6,1820,1,18.88
Male,IT,Tier 2,8.4,3,8,86,77,66,4,79.87,3,974,1,15.46
Male,CIVIL,Tier 3,6.69,5,7,43,56,65,4,81.25,2,804,0,0
Female,CIVIL,Tier 3,9.83,4,3,65,91,90,4,62.73,0,948,0,0
Male,ECE,Tier 3,5.94,4,6,89,94,91,0,89.21,6,1698,0,0
Male,MECH,Tier 2,6.63,3,6,88,80,81,2,74.63,4,1676,1,15.66
Male,CSE,Tier 2,9.41,4,9,89,79,64,1,94.1,2,1652,1,18.36
Female,EEE,Tier 1,7.72,0,6,84,94,42,0,69.51,1,1041,1,13.18
Male,IT,Tier 1,5.8,5,1,59,81,71,4,96.73,4,1452,1,14.44
Female,ECE,Tier 1,6.59,5,2,73,50,48,4,84.05,2,1009,0,0
Female,ECE,Tier 1,5.49,1,7,72,63,61,1,90.63,2,922,1,10.13
Male,CIVIL,Tier 3,8.52,2,9,50,41,60,4,81.16,6,1554,0,0
Male,MECH,Tier 1,8.29,1,2,97,49,58,2,81.21,2,1441,1,15.85
Male,CIVIL,Tier 1,9.26,3,9,78,56,43,0,74.66,1,1154,1,18.06
Male,CIVIL,Tier 2,6.85,3,6,44,59,73,2,70.96,6,1272,0,0
Male,CIVIL,Tier 2,7.7,5,9,51,52,58,0,80.63,4,1458,1,17.01
Female,IT,Tier 3,8.82,0,9,96,40,77,1,68.01,6,1324,0,0
Male,IT,Tier 1,8.7,5,2,52,57,44,4,97.19,1,1407,1,18.96
Male,MECH,Tier 2,9.69,5,5,59,40,65,4,66.56,1,1182,1,19.22
Female,ECE,Tier 2,9.55,1,5,73,40,89,1,86.26,3,1994,1,18.05
Male,CIVIL,Tier 3,5.06,2,6,93,56,59,3,87.96,2,1525,0,0
Female,MECH,Tier 1,9.5,3,9,65,95,77,3,82.48,6,831,1,17.86
Female,CIVIL,Tier 3,6.96,2,7,85,67,85,3,78.54,6,1939,0,0
Male,MECH,Tier 2,6.25,0,6,90,98,73,4,68.09,6,814,0,0
Male,MECH,Tier 1,9.35,0,2,57,97,63,2,97.74,3,1954,1,16.61
Male,CSE,Tier 1,9.91,3,3,75,77,62,1,71.74,1,1044,1,18.68
Male,EEE,Tier 1,5.68,4,6,81,66,95,3,86.24,3,827,1,11.7
Female,CIVIL,Tier 2,9.75,4,2,99,72,59,3,60.47,4,1863,1,19.39
Female,MECH,Tier 1,7,5,5,88,43,46,2,83.74,5,1168,1,14.15
Male,ECE,Tier 3,6.94,1,3,84,52,59,3,98.02,5,1877,0,0
Female,EEE,Tier 3,8.46,0,6,85,96,76,3,61.42,4,825,0,0
Female,MECH,Tier 2,5.1,0,4,50,48,85,2,91.06,5,986,0,0
Male,ECE,Tier 3,6.26,5,7,60,80,79,2,71.15,1,1274,0,0
Male,ECE,Tier 1,9.89,4,7,79,96,90,4,80.97,5,1152,1,21.97
Female,EEE,Tier 3,9.05,2,8,60,58,58,2,92.54,6,1439,0,0
Male,CSE,Tier 3,8.66,3,2,84,64,79,2,82.05,6,939,0,0
Male,EEE,Tier 1,8.98,4,4,67,53,71,2,91.82,2,1778,1,20.76
Male,ECE,Tier 1,8.36,4,3,90,91,93,3,70.73,7,1009,1,18.29
Female,EEE,Tier 3,5.69,4,2,63,56,91,4,88.89,6,1653,0,0
Female,IT,Tier 2,7.73,3,1,84,87,56,4,73.1,3,888,0,0
Male,CSE,Tier 2,6.97,0,4,69,78,97,3,82.41,7,1986,0,0
Male,ECE,Tier 1,6.42,2,6,58,92,52,2,84.42,7,1606,1,14.02
Male,ECE,Tier 2,6.73,4,5,59,65,89,2,97.75,4,1088,1,13.79
Male,CIVIL,Tier 1,5.41,0,8,68,74,62,3,99.7,4,1594,1,11.94
Female,EEE,Tier 1,9.95,2,2,55,61,75,3,60.78,7,1367,1,18.95
Male,CSE,Tier 3,8.47,2,9,46,80,87,2,87.71,7,1370,0,0
Female,CIVIL,Tier 2,8.98,2,7,80,76,97,3,97.87,1,1567,1,18.6
Male,ECE,Tier 1,7.32,5,3,74,92,57,1,79.4,1,1051,1,15.65
Female,MECH,Tier 3,7.71,4,1,56,83,41,1,85.21,1,1651,0,0
Female,CSE,Tier 1,6.47,5,3,60,71,90,3,87.74,7,998,1,15.14
Male,MECH,Tier 2,9.54,4,4,83,87,77,4,86.3,6,1623,1,19.31
Male,CIVIL,Tier 1,7.44,3,5,98,58,79,3,78.57,3,1035,1,14.12
Male,CSE,Tier 2,6.27,0,2,65,90,87,1,76.25,1,1905,0,0
Female,ECE,Tier 3,7.25,3,3,87,78,65,3,69.3,3,1717,0,0
Female,EEE,Tier 3,9.38,4,3,79,63,70,1,84.33,3,1798,0,0
Male,ECE,Tier 3,7.46,3,3,64,41,66,1,68.83,0,1450,0,0
Male,CSE,Tier 3,8.54,4,6,99,76,42,4,76.19,7,1794,0,0
Male,CSE,Tier 1,5.13,3,6,68,59,76,1,61.66,4,1594,1,12.66
Male,MECH,Tier 2,9.72,2,1,64,82,99,4,85.72,4,1641,1,19.79
Female,CIVIL,Tier 2,6.22,4,2,89,54,42,0,74.31,6,1854,0,0
Male,CIVIL,Tier 1,6.18,0,4,75,75,65,1,85.39,1,1116,1,11.87
Female,CIVIL,Tier 2,7.77,1,8,71,82,62,2,76.54,0,1549,1,14.13
Male,EEE,Tier 3,9.84,5,5,87,58,92,3,67.3,4,1481,0,0
Male,EEE,Tier 1,7.24,3,9,49,46,84,4,73.69,3,1463,1,16.45
Female,IT,Tier 1,6.1,0,8,92,65,75,0,89.94,0,1945,1,12.59
Female,EEE,Tier 3,9.33,1,6,85,56,74,3,93.22,5,1281,0,0
Male,CIVIL,Tier 2,8.63,3,4,44,60,58,0,91.83,7,892,0,0
Male,EEE,Tier 1,8.11,3,4,66,97,56,0,81.03,3,1754,1,16.9
Male,EEE,Tier 2,7.07,4,2,50,44,91,2,99.07,0,1706,0,0
Female,CSE,Tier 2,8.91,1,5,61,50,50,4,80.29,4,1032,0,0
Female,EEE,Tier 1,5.5,5,1,61,66,87,4,65.36,0,1952,1,15.97
Female,MECH,Tier 1,5.67,3,2,97,48,46,4,95.37,7,1691,0,0
Male,CIVIL,Tier 2,5.89,3,7,72,98,43,1,66.49,4,1484,0,0
Male,ECE,Tier 1,8.93,3,1,43,68,83,1,97.02,1,1954,1,19.04
Female,EEE,Tier 2,7.62,4,8,51,65,63,3,92.81,5,826,0,0
Female,ECE,Tier 1,9.19,4,1,74,71,85,0,92.59,5,944,1,18.41
Female,IT,Tier 1,5.36,0,1,54,42,50,0,90.49,4,905,0,0
Female,IT,Tier 2,6.73,5,6,48,41,48,1,69.23,1,1813,0,0
Male,CIVIL,Tier 1,7.86,3,8,85,71,69,2,69.36,2,1189,1,16.49
Male,IT,Tier 1,6.94,0,3,44,87,60,2,76.33,2,1623,0,0
Female,CSE,Tier 3,7.68,0,1,70,77,54,2,87.72,6,1579,0,0
Male,MECH,Tier 1,7.64,0,7,84,86,99,2,91.55,3,1547,1,14.89
Female,ECE,Tier 2,9.53,4,5,63,87,75,3,73.81,7,1357,1,19.82
Male,CIVIL,Tier 2,5.44,2,8,48,99,90,0,69.43,2,1866,1,12.98
Female,EEE,Tier 2,8.23,1,9,46,58,50,2,73.96,2,1796,0,0
Male,IT,Tier 3,7.66,0,2,94,93,73,4,83.36,5,1933,0,0
Male,CIVIL,Tier 2,7.49,0,2,55,40,96,4,85.84,6,1031,0,0
Male,CSE,Tier 3,8.1,4,9,96,91,42,0,84.31,6,1445,0,0
Female,ECE,Tier 1,7.95,1,5,99,81,94,3,65.84,2,1924,1,17.83
Female,CSE,Tier 3,8.09,0,2,99,50,55,4,88.31,1,1330,0,0
Female,CIVIL,Tier 2,7.92,1,3,44,73,82,3,81.01,6,1946,0,0
Female,ECE,Tier 3,7.95,3,7,60,46,48,4,94.62,0,1955,0,0
Male,IT,Tier 3,5.47,3,3,91,54,88,4,75.44,7,988,0,0
Male,CSE,Tier 1,5.02,4,3,88,71,93,2,74.37,1,1672,1,15.53
Female,EEE,Tier 1,5.87,2,8,58,58,48,0,89.41,4,1505,1,13.22
Female,IT,Tier 2,8.64,4,8,56,59,57,1,81.22,6,1808,1,18.88
Male,ECE,Tier 2,8.85,4,5,60,83,81,1,90.45,7,1918,1,20.61
Female,CSE,Tier 3,9.64,4,9,47,59,56,2,74.21,4,1063,0,0
Male,CIVIL,Tier 2,9.31,0,4,48,62,77,1,96.41,1,1009,0,0
Female,CSE,Tier 3,9.14,1,4,87,86,44,1,82.86,3,1004,0,0
Male,MECH,Tier 3,8.84,2,1,88,65,93,3,83.33,7,1111,0,0
Female,EEE,Tier 1,8.72,3,5,51,68,73,1,88,1,1775,1,18.56
Female,IT,Tier 1,9.46,0,3,97,78,70,4,85.32,4,1034,1,16.96
Male,CIVIL,Tier 1,8.2,4,7,54,94,68,3,80.45,3,1912,1,19.21
Male,CSE,Tier 3,9.36,0,7,56,99,82,4,82.46,3,934,0,0
Male,IT,Tier 3,9.13,3,3,68,64,51,3,84.23,2,1493,0,0
Female,CSE,Tier 2,7.44,2,7,63,96,46,0,99.23,1,1173,1,14.04
Female,MECH,Tier 1,8.9,2,4,92,87,82,3,92.29,0,1379,1,17.72
Female,ECE,Tier 3,8.69,0,9,64,51,46,0,82.36,1,950,0,0
Male,CSE,Tier 2,7.75,1,4,42,47,84,0,63.78,7,1480,0,0
Male,ECE,Tier 3,7.1,5,3,73,73,45,2,99.13,5,1818,0,0
Female,IT,Tier 3,8.52,2,9,43,75,72,0,97.56,2,1510,0,0
Male,IT,Tier 1,6.89,2,2,60,99,47,0,92.88,0,815,1,12.83
Male,ECE,Tier 3,9.56,1,2,40,59,47,4,71.08,2,1694,0,0
Male,MECH,Tier 1,9.72,5,8,52,88,62,1,60.8,3,1702,1,20.02
Male,MECH,Tier 2,9.89,0,2,70,62,61,0,78.27,1,1606,1,17.87
Male,ECE,Tier 1,9.68,1,7,56,79,98,2,84.72,0,1301,1,17.01
Female,IT,Tier 1,5.48,2,8,85,98,90,1,89.35,6,1968,1,14.62
Female,CIVIL,Tier 3,5.92,2,2,73,46,42,4,67.04,2,1437,0,0
Female,CSE,Tier 3,5.83,1,4,78,63,47,4,60.78,6,1520,0,0
Female,CSE,Tier 2,9.39,2,5,95,84,97,0,69.51,7,825,1,18.31
Male,IT,Tier 3,8.69,3,6,82,81,91,0,79.49,2,950,1,16.56
Male,CSE,Tier 2,9.42,0,3,72,75,49,3,85.09,5,967,0,0
Female,IT,Tier 1,7.88,1,2,63,83,59,0,79.14,6,1307,1,14.36
Female,ECE,Tier 1,6.88,5,4,80,80,59,2,85.17,6,1304,1,15.82
Female,IT,Tier 3,7.52,5,7,78,83,85,3,78.77,5,1701,0,0
Female,CSE,Tier 1,6.32,2,1,92,94,89,0,89.54,1,1023,1,12.87
Male,CSE,Tier 2,5.68,2,6,83,49,97,3,60.88,7,1867,0,0
Male,EEE,Tier 1,5.65,3,2,63,93,52,0,76.27,1,1152,1,12.33
Female,MECH,Tier 3,9.62,0,9,42,70,81,2,82.68,6,1053,0,0
Female,CSE,Tier 2,9.1,1,6,53,60,89,2,96.25,3,1996,1,17.51
